ItemNumber | Title | CurrentPrice | Num of Bids | Seller | Shipping | End Date | Last Update
46381865 | Four 2009 Marine Corps Marathon Challenge Coins | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:40:00 PM | 12/04/2017 18:17:21
46215616 | 1921,1922,2000 Collectible Silver Dollar Coins | 81.00 | 12 |  |  | 12/4/2017 6:42:00 PM | 12/04/2017 18:17:21
46374943 | Lot of 15 Foreign Coins and Tokens | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:42:00 PM | 12/04/2017 18:17:22
46380374 | Lot of 5 Washington Army National Guard Coins | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:45:00 PM | 12/04/2017 18:17:22
46379320 | Lot .26 lb. Foreign Coins and a $20 Jamaican Note | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:46:00 PM | 12/04/2017 18:17:22
46372495 | Lot of 4 Canadian One Cent Coins from 1800&#39;s | 11.00 | 2 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:48:00 PM | 12/04/2017 18:17:22
46381084 | Lot of Foreign Coins and Paper Money | 23.00 | 6 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:50:00 PM | 12/04/2017 18:17:23
46374895 | Lot of Foreign Coins from 1920&#39;s - 1950&#39;s | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:53:00 PM | 12/04/2017 18:17:23
46380603 | Lot of 1.36 lbs. of Foreign Coins and Paper Money | 9.99 | 1 | Goodwill Industries of the Valleys | Estimate Shipping | 12/4/2017 6:56:00 PM | 12/04/2017 18:17:23
46193284 | International Assorted Coins/Paper Grab Bag | 7.99 | 1 | Goodwill of the Heartland | Estimate Shipping | 12/4/2017 7:30:00 PM | 12/04/2017 18:17:23
46287270 | Set of Multiple Coins From Across The World | 9.99 | 1 | Goodwill Industries of South Florida | Estimate Shipping | 12/4/2017 8:10:00 PM | 12/04/2017 18:17:24
46365556 | 2 Mixed Media Art Pieces With Coins | 6.99 | 0 |  | Estimate Shipping | 12/4/2017 8:15:00 PM | 12/04/2017 18:17:24
46292754 | United States and Foreign Coins and Paper Money | 44.00 | 7 | Goodwill Industries of South Florida | Estimate Shipping | 12/4/2017 8:58:00 PM | 12/04/2017 18:17:24
46333399 | International Coins Mid Century &amp; Vintage | 16.00 | 3 | Goodwill Industries of Western New York | Estimate Shipping | 12/5/2017 10:35:23 AM | 12/04/2017 18:17:24
46261155 | 023 Presidents of the United States Coins 36 | 11.00 | 3 |  | Estimate Shipping | 12/5/2017 11:29:50 AM | 12/04/2017 18:17:25
46263043 | Lot of President Coins | 9.99 | 0 |  | Estimate Shipping | 12/5/2017 6:07:00 PM | 12/04/2017 18:17:25
46255394 | 50 America State Quarter Plush Bears &amp;Coins 11-16 | 5.00 | 1 |  |  | 12/5/2017 6:30:00 PM | 12/04/2017 18:17:25
46255685 | 50 America State Quarter Plush Bears &amp; Coins 1-5 | 5.00 | 0 |  |  | 12/5/2017 6:30:00 PM | 12/04/2017 18:17:25
46255785 | 50 America State Quarter Plush Bears &amp;Coins 6-10 | 5.00 | 0 |  |  | 12/5/2017 6:30:00 PM | 12/04/2017 18:17:26
46339339 | US Proof Set of Coins 1982 | 13.00 | 4 |  | Estimate Shipping | 12/5/2017 6:30:00 PM | 12/04/2017 18:17:26
46264142 | Large Lot of Jello Coins and Holder Vintage 1960s | 11.00 | 3 |  | Estimate Shipping | 12/5/2017 7:09:00 PM | 12/04/2017 18:17:26
46266207 | Penny earrings made from foregin coins | 9.99 | 0 |  | Estimate Shipping | 12/5/2017 7:13:00 PM | 12/04/2017 18:17:27
46385334 | Collection of Silver Cert Bills &amp; Silver US Coins | 86.00 | 12 | Goodwill Industries Sacramento Valley | Estimate Shipping | 12/5/2017 7:13:00 PM | 12/04/2017 18:17:27
46331460 | 047-Foreign &amp; Domestic Currency lot Coins | 9.99 | 1 |  | Estimate Shipping | 12/5/2017 7:30:00 PM | 12/04/2017 18:17:27
46230647 | Pearl Harbor Commemorative Coins,3 Total,Case | 38.97 | 9 | Goodwill of Southwestern Pennsylvania | Estimate Shipping | 12/5/2017 7:33:00 PM | 12/04/2017 18:17:27
46335447 | Lot of Foreign Coins and Some Tokens | 8.00 | 2 |  | Estimate Shipping | 12/5/2017 8:34:00 PM | 12/04/2017 18:17:28
46323307 | Wooden Log Cabin Bank for Coins | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:28
46323350 | 1970 A Guide book of United States Coins | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:28
46325908 | 53 Count of International Coins Collection | 7.00 | 2 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:28
46329126 | 85 Count International Coins Collection | 4.99 | 1 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:29
46329553 | 24 Count of International Coins Collection | 4.99 | 1 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:29
46329762 | 106 Count of International Coins Collection | 5.99 | 2 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/5/2017 9:00:00 PM | 12/04/2017 18:17:29
46290386 | Foreign Coins #4 | 15.01 | 4 |  | Estimate Shipping | 12/6/2017 11:14:55 AM | 12/04/2017 18:17:30
46290427 | Grab Bag of American &amp; Foreign Coins #5 | 31.00 | 11 |  | Estimate Shipping | 12/6/2017 11:15:49 AM | 12/04/2017 18:17:30
46290481 | Grab Bag of American &amp; Foreign Coins #6 | 14.00 | 3 |  | Estimate Shipping | 12/6/2017 11:16:44 AM | 12/04/2017 18:17:31
46298477 | 5+ LBS of Assorted Foreign Coins and Paper Money | 31.00 | 7 |  | Estimate Shipping | 12/6/2017 2:55:52 PM | 12/04/2017 18:17:31
46283524 | Collection of Foreign Coins and Paper Money | 6.99 | 1 |  |  | 12/6/2017 5:00:00 PM | 12/04/2017 18:17:31
46285400 | Mexico Coins -Set of 4 | 9.99 | 1 |  | Estimate Shipping | 12/6/2017 5:00:00 PM | 12/04/2017 18:17:31
46296022 | Imperial Glass Crystal Coins 1971 Series | 10.00 | 0 |  | Estimate Shipping | 12/6/2017 5:30:00 PM | 12/04/2017 18:17:32
46370230 | American Mint GoldPlated GreatestPresidents Coins | 12.99 | 3 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:09:00 PM | 12/04/2017 18:17:32
46371232 | PCS American The Beautiful Stamps And Coins | 9.99 | 0 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:14:00 PM | 12/04/2017 18:17:32
46288696 | 3.4 Lbs of Assorted Asian Coins | 13.00 | 2 | Goodwill Central Coast | Estimate Shipping | 12/6/2017 6:15:00 PM | 12/04/2017 18:17:33
46370698 | American Mint Declaration Of Independence Coins | 9.99 | 0 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:17:00 PM | 12/04/2017 18:17:33
46285269 | 1934 and 1935 Peace Silver Dollars Coins | 124.00 | 5 | Goodwill of Greater Grand Rapids | Estimate Shipping | 12/6/2017 6:27:00 PM | 12/04/2017 18:17:33
46296935 | 6 Sterling &amp; 24K Gold Layered Coins | 21.00 | 6 | Goodwill Industries of Southern Arizona | Estimate Shipping | 12/6/2017 6:30:00 PM | 12/04/2017 18:17:33
46297054 | 1/2oz 22K Gold Eagle US $25 Coins .916 Fine Lot/4 |  | 28 |  |  | 12/6/2017 6:30:00 PM | 12/04/2017 18:17:34
46341155 | 1921 Morgan &amp; 1922 Peace US Silver Dollars Coins | 61.00 | 3 | Goodwill of the Olympics and Rainier Region | Estimate Shipping | 12/6/2017 6:30:00 PM | 12/04/2017 18:17:34
46285198 | 1927 Peace Dollar &amp; 1942 Walking Liberty Coins | 99.99 | 0 | Goodwill of Greater Grand Rapids | Estimate Shipping | 12/6/2017 6:32:00 PM | 12/04/2017 18:17:34
46370482 | American MInt Silver Plated Barack Obama Coins | 9.99 | 1 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:32:00 PM | 12/04/2017 18:17:34
46371019 | Postal Commemorative Society Presidential Coins | 9.99 | 0 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:33:00 PM | 12/04/2017 18:17:35
46369384 | American Mint Life Of JFK Silver Plated Coins | 9.99 | 1 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:37:00 PM | 12/04/2017 18:17:35
46381701 | 4, September 11, 2001 Memorial Half Dollar Coins | 8.95 | 1 |  | Estimate Shipping | 12/6/2017 6:38:00 PM | 12/04/2017 18:17:35
46276661 | Foreign Paper Money &amp; Coins Lot 324.9g | 9.99 | 1 |  |  | 12/6/2017 6:41:00 PM | 12/04/2017 18:17:35
46289059 | Lot Of Religious Jewelry, Key Chains, Coins, Etc. | 9.99 | 1 |  | Estimate Shipping | 12/6/2017 6:45:00 PM | 12/04/2017 18:17:36
46365381 | Lot of Gold Plated/Silver Plated Famous US Coins | 46.00 | 16 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:46:00 PM | 12/04/2017 18:17:36
46383627 | Assorted Coins 1939 Nickel, 1971 Dollar +More | 21.00 | 4 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:46:00 PM | 12/04/2017 18:17:36
46364354 | Bundle of Foreign &amp; Domestic Coins &amp; Paper Money | 9.99 | 1 |  | Estimate Shipping | 12/6/2017 6:53:00 PM | 12/04/2017 18:17:36
46371378 | PCS Lighthouses of the US Stamps And Coins | 9.99 | 1 | Goodwill Industries of Central Texas | Estimate Shipping | 12/6/2017 6:55:00 PM | 12/04/2017 18:17:37
46295064 | Lot Of Military Themed Pins, Coins, &amp; Medals | 9.99 | 0 |  | Estimate Shipping | 12/6/2017 7:15:00 PM | 12/04/2017 18:17:37
46295116 | Stretched Penny Coin Collector Cases with Coins | 9.99 | 0 |  | Estimate Shipping | 12/6/2017 7:15:00 PM | 12/04/2017 18:17:37
46288757 | 84 LA Olympics Coins and 96 Atlanta Olympics Pins | 9.99 | 1 | Goodwill Industries of Southern California | Estimate Shipping | 12/6/2017 7:52:00 PM | 12/04/2017 18:17:37
46291019 | Collectible Gold Tone Coins | 5.00 | 1 | Shopgoodwill of El Paso | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:38
46357702 | 100+ Old International Coins Collection | 4.99 | 1 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:38
46357704 | Roman Coins Reproduction Set IV Rebellion Roman | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:38
46369251 | 116 Count of International Coins Collection | 9.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:38
46369509 | 96 Count of International Coins Collection | 4.99 | 1 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:39
46369788 | 69 Count of International Coins Collection | 4.99 | 1 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:40
46369977 | 70 Count of International Coins Collection | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/6/2017 9:00:00 PM | 12/04/2017 18:17:40
46423524 | Lot of Japanese Yen Coins, 40&#39;s &amp; 50&#39;s | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:00:00 PM | 12/04/2017 18:17:40
46422125 | Lot of 4 USMC Run 4 Chance Challenge Coins | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:03:00 PM | 12/04/2017 18:17:40
46318717 | 3 1909-VDB Lincoln Pennies Coins | 63.00 | 3 | Goodwill of Greater Grand Rapids | Estimate Shipping | 12/7/2017 6:06:00 PM | 12/04/2017 18:17:41
46326217 | Collectible US Coins - Dollar, Half Dollar &amp; Qtr | 21.00 | 6 |  |  | 12/7/2017 6:15:00 PM | 12/04/2017 18:17:41
46335105 | 5 Lbs Of Mixed International Coins | 13.00 | 5 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/7/2017 6:18:00 PM | 12/04/2017 18:17:41
46422619 | .29lb. Lot of Foreign Coins &amp; Paper Money | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:18:00 PM | 12/04/2017 18:17:41
46422331 | Lot  Of Mexican Coins $1037 Pesos $55.55 USD | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:20:00 PM | 12/04/2017 18:17:42
46335010 | 5 Lbs Of Mixed International Coins | 12.50 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/7/2017 6:30:00 PM | 12/04/2017 18:17:42
46422231 | 1.50 Ilbs Mixed lot of Mexican Coins | 9.99 | 1 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:32:00 PM | 12/04/2017 18:17:42
46422179 | Lot of 5 Army National Guard Challenge Coins | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:34:00 PM | 12/04/2017 18:17:43
46335586 | 5 Lbs Of Mixed International Coins | 16.00 | 5 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/7/2017 6:37:00 PM | 12/04/2017 18:17:43
46335453 | 30 Great Britain 1 Pound Coins | 15.50 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/7/2017 6:42:00 PM | 12/04/2017 18:17:43
46422486 | Lot of Canadian Coins &amp; Paper Money | 14.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:43:00 PM | 12/04/2017 18:17:43
46318878 | 1903 &amp; 1900-O Morgan Silver Dollars Coins | 111.00 | 9 | Goodwill of Greater Grand Rapids | Estimate Shipping | 12/7/2017 6:49:00 PM | 12/04/2017 18:17:44
46335953 | 4.5 Lbs Of Damaged Coins &amp; Bank Notes | 11.00 | 4 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/7/2017 6:49:00 PM | 12/04/2017 18:17:44
46422393 | Lot of .54lbs.Foreign Coins &amp; Paper Money | 9.99 | 0 | Goodwill Industries of the Valleys | Estimate Shipping | 12/7/2017 6:57:00 PM | 12/04/2017 18:17:44
46341451 | Collectible History Coins | 5.00 | 1 | Shopgoodwill of El Paso | Estimate Shipping | 12/7/2017 9:00:00 PM | 12/04/2017 18:17:45
46378054 | 021 Coins of the Bible - Two Replica Coins | 8.99 | 0 |  | Estimate Shipping | 12/8/2017 11:30:29 AM | 12/04/2017 18:17:45
46382166 | 1LBS of Mix Casino Coins | 9.99 | 0 | Goodwill of the Heartland | Estimate Shipping | 12/8/2017 4:00:00 PM | 12/04/2017 18:17:45
46356767 | Lot of Foreign Money Coins | 10.00 | 3 |  | Estimate Shipping | 12/8/2017 5:30:00 PM | 12/04/2017 18:17:46
46400557 | International Mixed Coins | 14.99 | 1 |  | Estimate Shipping | 12/8/2017 6:00:00 PM | 12/04/2017 18:17:46
46358808 | 9 US Military Challenge Coins | 51.00 | 5 | Goodwill Industries of Southern Arizona | Estimate Shipping | 12/8/2017 6:30:00 PM | 12/04/2017 18:17:46
46371544 | Presidential Coins &amp; Americana lot/19 coins | 15.00 | 4 |  |  | 12/8/2017 6:30:00 PM | 12/04/2017 18:17:47
46384792 | Over 3 Lbs Pokemon Game Cards and 5 Gold Coins | 16.50 | 2 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/8/2017 7:00:00 PM | 12/04/2017 18:17:47
46432869 | Reproduction Coins | 9.99 | 0 |  | Estimate Shipping | 12/8/2017 7:00:00 PM | 12/04/2017 18:17:48
46443950 | 10 sets of 1978 US uncirculated coins | 21.00 | 2 |  | Estimate Shipping | 12/8/2017 7:06:00 PM | 12/04/2017 18:17:48
46425540 | Collectible Coins of America Case | 9.99 | 0 |  | Estimate Shipping | 12/8/2017 7:40:00 PM | 12/04/2017 18:17:48
46381117 | 135 Pcs of Coins from Various Countries | 13.00 | 4 | Goodwill of Greater Washington | Estimate Shipping | 12/8/2017 9:00:00 PM | 12/04/2017 18:17:49
46381365 | 113 pcs of Coins from Various Countries | 10.00 | 2 | Goodwill of Greater Washington | Estimate Shipping | 12/8/2017 9:00:00 PM | 12/04/2017 18:17:49
46395093 | 5 Lbs Of Mixed International Coins | 5.00 | 1 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:50
46395214 | 5 Lbs Of Mixed International Coins | 9.00 | 2 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:50
46395222 | 5 Lbs Of Mixed International Coins | 5.00 | 1 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:50
46395238 | 30 1971 And Up Kennedy Half Dollar Coins -337.1g | 8.00 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:51
46395260 | 4 Lbs Of Canadian 1 Cent To 2 Dollar Coins | 5.00 | 1 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:51
46395325 | 30 Great Britain 1 Pound Coins | 16.50 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:51
46395876 | 8 Slab Sets Of Uncirculated Mixed Coins | 33.01 | 5 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:51
46395885 | 8 Slab Sets Of Uncirculated Mixed Coins | 31.00 | 5 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/9/2017 5:45:00 PM | 12/04/2017 18:17:52
46425338 | 4 Framed Coins &amp; Stamps With Historic Stories | 13.01 | 3 | Goodwill Industries of Central Florida | Estimate Shipping | 12/9/2017 6:15:00 PM | 12/04/2017 18:17:52
46439341 | Neat wooden serving plate with Argentina coins | 8.99 | 0 | Goodwill Industries of the Redwood Empire | Estimate Shipping | 12/9/2017 6:15:00 PM | 12/04/2017 18:17:52
46326861 | Collectible Stamp, Wartime Nickels Coins and More | 9.99 | 1 |  |  | 12/9/2017 6:33:00 PM | 12/04/2017 18:17:52
46436323 | Hand Carved Wooden Treasure Chest W/Coins/Knife | 5.95 | 1 | Chattanooga Goodwill Industries |  | 12/9/2017 7:57:00 PM | 12/04/2017 18:17:53
46433871 | 100 Count of International Coins Collection | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/9/2017 9:00:00 PM | 12/04/2017 18:17:53
46433982 | 100 Count of International Coins Collection | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/9/2017 9:00:00 PM | 12/04/2017 18:17:53
46434224 | 60 Counts of International Coins Collection | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/9/2017 9:00:00 PM | 12/04/2017 18:17:54
46434532 | 62 Count of International Coins Collection | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/9/2017 9:00:00 PM | 12/04/2017 18:17:54
46440665 | Commemorative Decommissioned Coins In Frame | 4.99 | 0 | Goodwill Industries of Greater New York and Northern New Jersey | Estimate Shipping | 12/9/2017 9:00:00 PM | 12/04/2017 18:17:54
46419633 | 10 U.S.A. Eisenhower One Dollar Coins - 226.7g | 7.00 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/10/2017 7:30:00 PM | 12/04/2017 18:17:54
46419675 | 10 Susan B. Anthony One Dollar Coins - 80.8g | 8.50 | 3 | Goodwill Industries of the Columbia Willamette | Estimate Shipping | 12/10/2017 7:30:00 PM | 12/04/2017 18:17:55
46434622 | Foreign Money/Coins 1.92LBS | 9.99 | 0 |  |  | 12/11/2017 6:13:00 PM | 12/04/2017 18:17:55
46442848 | Presidential Hall of Fame Coins | 9.99 | 0 |  | Estimate Shipping | 12/11/2017 6:30:00 PM | 12/04/2017 18:17:55
46443552 | United States 24 Karat Collector Coins | 4.99 | 0 | Goodwill Industries of the Southern Piedmont | Estimate Shipping | 12/11/2017 7:00:00 PM | 12/04/2017 18:17:55
46444009 | Lot of Military &amp; Americana Collectible Coins | 27.99 | 2 | Goodwill of Greater Washington | Estimate Shipping | 12/11/2017 9:00:00 PM | 12/04/2017 18:17:56
46444647 | Lot of Military &amp; Americana Collectible Coins | 7.99 | 1 | Goodwill of Greater Washington | Estimate Shipping | 12/11/2017 9:00:00 PM | 12/04/2017 18:17:56
46292255 | Dolce&amp;Gabbana Women&#39;s Rectangular Gunmetal Frames | 9.99 | 0 | Goodwill Industries of Northwest Texas | Estimate Shipping | 12/4/2017 6:00:00 PM | 12/04/2017 18:17:57
46396442 | Black BB Gun | 7.99 | 0 |  | Estimate Shipping | 12/5/2017 6:00:00 PM | 12/04/2017 18:17:57
46263071 | Coach Burgundy Pebble Leather Backpack 098 | 112.00 | 2 | Goodwill Easter Seals Miami Valley | Estimate Shipping | 12/5/2017 6:08:00 PM | 12/04/2017 18:17:57
46287211 | 027 Daisy BB Gun | 8.99 | 1 |  | Estimate Shipping | 12/6/2017 10:17:52 AM | 12/04/2017 18:17:58
46287728 | 011 Daisy Model 880 BB Gun | 55.63 | 9 |  | Estimate Shipping | 12/6/2017 10:23:23 AM | 12/04/2017 18:17:58
46283800 | Coach Burgundy Pebble Leather Wallet NWT 098 | 38.00 | 5 | Goodwill Easter Seals Miami Valley | Estimate Shipping | 12/6/2017 6:32:00 PM | 12/04/2017 18:17:58
46391354 | Crosman R71 BB Gun | 9.99 | 1 | Goodwill Industries of South Texas | Estimate Shipping | 12/8/2017 6:12:54 PM | 12/04/2017 18:17:59
