ItemNumber | Title | CurrentPrice | Num of Bids | Seller | Shipping | End Date | Last Update
ItemNumber=46286462 | Title=Six Place Logarithmic Tables Wells Book | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=$0.01 | End Date=12/4/2017 9:00:00 PM | Last Update=12/03/2017 22:48:53
ItemNumber=46267444 | Title=Vintage AdjustableSilver Tone Spoon Ring Size 7.5 | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping= | End Date=12/5/2017 6:02:00 PM | Last Update=12/03/2017 22:48:54
ItemNumber=46254105 | Title=Mayflower Collectables lucky elephant | CurrentPrice=5.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/5/2017 9:20:18 AM | Last Update=12/03/2017 22:48:54
ItemNumber=46252847 | Title=Sterling Silver Tablespoon-50.9g | CurrentPrice=17.00 | Num of Bids=3 | Seller=Goodwill Industries of the Columbia Willamette | Shipping=Estimate Shipping | End Date=12/5/2017 6:15:00 PM | Last Update=12/03/2017 22:48:54
ItemNumber=46287211 | Title=027 Daisy BB Gun | CurrentPrice=8.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 10:17:52 AM | Last Update=12/04/2017 18:17:58
ItemNumber=46402454 | Title=Southern Living The Vegetables Cookbook | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=$0.01 | End Date=12/4/2017 4:00:00 PM | Last Update=12/03/2017 22:48:52
ItemNumber=46410000 | Title=Vegetables  Better home and gardens books | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=$0.01 | End Date=12/4/2017 4:00:00 PM | Last Update=12/03/2017 22:48:52
ItemNumber=46217149 | Title=Chinese Coins Decorated W/White Swan Earrings | CurrentPrice=7.99 | Num of Bids=0 | Seller=Goodwill Industries of South Texas | Shipping= | End Date=12/4/2017 2:00:00 PM | Last Update=12/04/2017 01:35:29
ImagesForItemNum=46289059
ItemNumber=46422393 | Title=Lot of .54lbs.Foreign Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:57:00 PM | Last Update=12/04/2017 18:17:44
ItemNumber=46208490 | Title=014 Pair of Bracelets with Indian Coins | CurrentPrice=8.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/4/2017 11:19:49 AM | Last Update=12/04/2017 01:35:29
ItemNumber=46208490 | Title=014 Pair of Bracelets with Indian Coins | CurrentPrice=8.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/4/2017 11:19:49 AM | Last Update=12/04/2017 01:46:02
ItemNumber=46326217 | Title=Collectible US Coins - Dollar, Half Dollar &amp; Qtr | CurrentPrice=19.67 | Num of Bids=5 | Seller= | Shipping= | End Date=12/7/2017 6:15:00 PM | Last Update=12/04/2017 01:35:55
ItemNumber=46326217 | Title=Collectible US Coins - Dollar, Half Dollar &amp; Qtr | CurrentPrice=19.67 | Num of Bids=5 | Seller= | Shipping= | End Date=12/7/2017 6:15:00 PM | Last Update=12/04/2017 01:46:36
ItemNumber=46263071 | Title=Coach Burgundy Pebble Leather Backpack 098 | CurrentPrice=112.00 | Num of Bids=2 | Seller=Goodwill Easter Seals Miami Valley | Shipping=Estimate Shipping | End Date=12/5/2017 6:08:00 PM | Last Update=12/04/2017 01:36:04
ItemNumber=46263071 | Title=Coach Burgundy Pebble Leather Backpack 098 | CurrentPrice=112.00 | Num of Bids=2 | Seller=Goodwill Easter Seals Miami Valley | Shipping=Estimate Shipping | End Date=12/5/2017 6:08:00 PM | Last Update=12/04/2017 01:46:50
ItemNumber=46263071 | Title=Coach Burgundy Pebble Leather Backpack 098 | CurrentPrice=112.00 | Num of Bids=2 | Seller=Goodwill Easter Seals Miami Valley | Shipping=Estimate Shipping | End Date=12/5/2017 6:08:00 PM | Last Update=12/04/2017 18:17:57
ItemNumber=46286045 | Title=Smoley&#39;s Vintage Text &amp; Tables - x2 Books on Math | CurrentPrice=10.00 | Num of Bids=0 | Seller=Southern Oregon Goodwill Industries | Shipping= | End Date=12/6/2017 6:19:00 PM | Last Update=12/03/2017 22:48:56
ItemNumber=46296022 | Title=Imperial Glass Crystal Coins 1971 Series | CurrentPrice=10.00 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 5:30:00 PM | Last Update=12/04/2017 01:35:47
ItemNumber=46381365 | Title=113 pcs of Coins from Various Countries | CurrentPrice=10.00 | Num of Bids=2 | Seller=Goodwill of Greater Washington | Shipping=Estimate Shipping | End Date=12/8/2017 9:00:00 PM | Last Update=12/04/2017 01:35:59
ItemNumber=46356767 | Title=Lot of Foreign Money Coins | CurrentPrice=10.00 | Num of Bids=3 | Seller= | Shipping=Estimate Shipping | End Date=12/8/2017 5:30:00 PM | Last Update=12/04/2017 01:35:58
ItemNumber=46296022 | Title=Imperial Glass Crystal Coins 1971 Series | CurrentPrice=10.00 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 5:30:00 PM | Last Update=12/04/2017 01:46:25
ItemNumber=46356767 | Title=Lot of Foreign Money Coins | CurrentPrice=10.00 | Num of Bids=3 | Seller= | Shipping=Estimate Shipping | End Date=12/8/2017 5:30:00 PM | Last Update=12/04/2017 01:46:39
ItemNumber=46381365 | Title=113 pcs of Coins from Various Countries | CurrentPrice=10.00 | Num of Bids=2 | Seller=Goodwill of Greater Washington | Shipping=Estimate Shipping | End Date=12/8/2017 9:00:00 PM | Last Update=12/04/2017 01:46:45
ItemNumber=46296022 | Title=Imperial Glass Crystal Coins 1971 Series | CurrentPrice=10.00 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 5:30:00 PM | Last Update=12/04/2017 18:17:32
ItemNumber=46356767 | Title=Lot of Foreign Money Coins | CurrentPrice=10.00 | Num of Bids=3 | Seller= | Shipping=Estimate Shipping | End Date=12/8/2017 5:30:00 PM | Last Update=12/04/2017 18:17:46
ItemNumber=46381365 | Title=113 pcs of Coins from Various Countries | CurrentPrice=10.00 | Num of Bids=2 | Seller=Goodwill of Greater Washington | Shipping=Estimate Shipping | End Date=12/8/2017 9:00:00 PM | Last Update=12/04/2017 18:17:49
ImagesForItemNum=46443950
ItemNumber=46329126 | Title=85 Count International Coins Collection | CurrentPrice=4.99 | Num of Bids=1 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 01:35:44
ItemNumber=46329126 | Title=85 Count International Coins Collection | CurrentPrice=4.99 | Num of Bids=1 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 01:46:19
ItemNumber=46329126 | Title=85 Count International Coins Collection | CurrentPrice=4.99 | Num of Bids=1 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 18:17:29
ItemNumber=46215616 | Title=1921,1922,2000 Collectible Silver Dollar Coins | CurrentPrice=81.00 | Num of Bids=12 | Seller= | Shipping= | End Date=12/4/2017 6:42:00 PM | Last Update=12/04/2017 18:17:21
ItemNumber=46439341 | Title=Neat wooden serving plate with Argentina coins | CurrentPrice=8.99 | Num of Bids=0 | Seller=Goodwill Industries of the Redwood Empire | Shipping=Estimate Shipping | End Date=12/9/2017 6:15:00 PM | Last Update=12/04/2017 18:17:52
ItemNumber=46367675 | Title=Lego Friends Heartlake Stables | CurrentPrice=7.99 | Num of Bids=0 | Seller=Goodwill Industries of the Southern Piedmont | Shipping=Estimate Shipping | End Date=12/8/2017 5:00:00 PM | Last Update=12/03/2017 22:48:57
ItemNumber=46326021 | Title=Sterling Silver Tablespoon-Swan Lake-50.6g | CurrentPrice=5.00 | Num of Bids=1 | Seller=Goodwill Industries of the Columbia Willamette | Shipping=Estimate Shipping | End Date=12/7/2017 6:11:00 PM | Last Update=12/03/2017 22:48:57
ItemNumber=46326254 | Title=Sterling Silver Tablespoon-Swan Lake-50.0g | CurrentPrice=5.00 | Num of Bids=1 | Seller=Goodwill Industries of the Columbia Willamette | Shipping=Estimate Shipping | End Date=12/7/2017 6:15:00 PM | Last Update=12/03/2017 22:48:57
ItemNumber=46253969 | Title=Sterling Silver Tablespoon-39.0g | CurrentPrice=13.01 | Num of Bids=2 | Seller=Goodwill Industries of the Columbia Willamette | Shipping=Estimate Shipping | End Date=12/5/2017 6:15:00 PM | Last Update=12/03/2017 22:48:55
ItemNumber=46253386 | Title=Sterling Silver Tablespoon-50.3g | CurrentPrice=15.00 | Num of Bids=3 | Seller=Goodwill Industries of the Columbia Willamette | Shipping=Estimate Shipping | End Date=12/5/2017 6:30:00 PM | Last Update=12/03/2017 22:48:55
ItemNumber=46329591 | Title=PHILCO: MODEL R - 1576 TURNTABLES | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/03/2017 22:48:56
ItemNumber=46332489 | Title=Still Life Painting of Coffee Grinder, Tablescape | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Columbus | Shipping=Estimate Shipping | End Date=12/5/2017 6:44:00 PM | Last Update=12/03/2017 22:48:56
ItemNumber=46364354 | Title=Bundle of Foreign &amp; Domestic Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:53:00 PM | Last Update=12/04/2017 01:35:52
ItemNumber=46364354 | Title=Bundle of Foreign &amp; Domestic Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:53:00 PM | Last Update=12/04/2017 01:46:32
ItemNumber=46364354 | Title=Bundle of Foreign &amp; Domestic Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:53:00 PM | Last Update=12/04/2017 18:17:36
ItemNumber=46287270 | Title=Set of Multiple Coins From Across The World | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Florida | Shipping=Estimate Shipping | End Date=12/4/2017 8:10:00 PM | Last Update=12/04/2017 01:35:39
ItemNumber=46287270 | Title=Set of Multiple Coins From Across The World | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Florida | Shipping=Estimate Shipping | End Date=12/4/2017 8:10:00 PM | Last Update=12/04/2017 01:46:13
ItemNumber=46287270 | Title=Set of Multiple Coins From Across The World | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Florida | Shipping=Estimate Shipping | End Date=12/4/2017 8:10:00 PM | Last Update=12/04/2017 18:17:24
ItemNumber=46285269 | Title=1934 and 1935 Peace Silver Dollars Coins | CurrentPrice=124.00 | Num of Bids=5 | Seller=Goodwill of Greater Grand Rapids | Shipping=Estimate Shipping | End Date=12/6/2017 6:27:00 PM | Last Update=12/04/2017 18:17:33
ItemNumber=46391354 | Title=Crosman R71 BB Gun | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Texas | Shipping=Estimate Shipping | End Date=12/8/2017 6:12:54 PM | Last Update=12/04/2017 18:17:59
ItemNumber=46295064 | Title=Lot Of Military Themed Pins, Coins, &amp; Medals | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 7:15:00 PM | Last Update=12/04/2017 18:17:37
ItemNumber=46379492 | Title=Lot of 8 Fabrication Fight Miracles Workers Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:39:00 PM | Last Update=12/04/2017 18:17:21
ImagesForItemNum=46419633
ImagesForItemNum=46203832
ItemNumber=46292754 | Title=United States and Foreign Coins and Paper Money | CurrentPrice=44.00 | Num of Bids=7 | Seller=Goodwill Industries of South Florida | Shipping=Estimate Shipping | End Date=12/4/2017 8:58:00 PM | Last Update=12/04/2017 18:17:24
ItemNumber=46292255 | Title=Dolce&amp;Gabbana Women&#39;s Rectangular Gunmetal Frames | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Northwest Texas | Shipping=Estimate Shipping | End Date=12/4/2017 6:00:00 PM | Last Update=12/04/2017 01:36:04
ItemNumber=46292255 | Title=Dolce&amp;Gabbana Women&#39;s Rectangular Gunmetal Frames | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Northwest Texas | Shipping=Estimate Shipping | End Date=12/4/2017 6:00:00 PM | Last Update=12/04/2017 01:46:50
ItemNumber=46292255 | Title=Dolce&amp;Gabbana Women&#39;s Rectangular Gunmetal Frames | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Northwest Texas | Shipping=Estimate Shipping | End Date=12/4/2017 6:00:00 PM | Last Update=12/04/2017 18:17:57
ImagesForItemNum=46283997
ItemNumber=46381701 | Title=4, September 11, 2001 Memorial Half Dollar Coins | CurrentPrice=8.95 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:38:00 PM | Last Update=12/04/2017 01:35:50
ItemNumber=46381701 | Title=4, September 11, 2001 Memorial Half Dollar Coins | CurrentPrice=8.95 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:38:00 PM | Last Update=12/04/2017 01:46:30
ItemNumber=46381701 | Title=4, September 11, 2001 Memorial Half Dollar Coins | CurrentPrice=8.95 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:38:00 PM | Last Update=12/04/2017 18:17:35
ItemNumber=46371731 | Title=Lot of Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:46:10
ItemNumber=46379492 | Title=Lot of 8 Fabrication Fight Miracles Workers Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:39:00 PM | Last Update=12/04/2017 01:46:10
ItemNumber=46371731 | Title=Lot of Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:35:35
ItemNumber=46379119 | Title=lot of 4 US Navy Support Center Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:03:00 PM | Last Update=12/04/2017 01:35:30
ItemNumber=46377493 | Title=Lot of 6 Antique US Coins Dating from 1883 - 1942 | CurrentPrice=16.00 | Num of Bids=4 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:35:00 PM | Last Update=12/04/2017 01:35:35
ItemNumber=46377206 | Title=3 Antique US Coins w/ Buffalo Indian Head Nickel | CurrentPrice=16.00 | Num of Bids=4 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 01:35:36
ItemNumber=46381084 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=20.00 | Num of Bids=5 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:50:00 PM | Last Update=12/04/2017 01:35:38
ItemNumber=46379558 | Title=Lot of 4.71 lbs. Foreign Coins and Paper Money | CurrentPrice=36.00 | Num of Bids=7 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:35:00 PM | Last Update=12/04/2017 01:35:35
ItemNumber=46371731 | Title=Lot of Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/01/2017 23:34:38
ItemNumber=46375489 | Title=Lot of 10 Old Chinese Coins. 1644-1911 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:10:00 PM | Last Update=12/04/2017 01:35:31
ItemNumber=46370479 | Title=Lot of 7 Collectible Coins &amp; Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:19:00 PM | Last Update=12/04/2017 01:35:32
ItemNumber=46371842 | Title=Lot of Antique Centavos Coins from Chile 1916-38 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:20:00 PM | Last Update=12/04/2017 01:35:32
ItemNumber=46375576 | Title=Lot of West African States Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:21:00 PM | Last Update=12/04/2017 01:35:32
ItemNumber=46378019 | Title=Lot of Vintage Foreign Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:24:00 PM | Last Update=12/04/2017 01:35:33
ItemNumber=46377753 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:31:00 PM | Last Update=12/04/2017 01:35:34
ItemNumber=46371148 | Title=8 Commemorative Coins Predators Of North America | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:32:00 PM | Last Update=12/04/2017 01:35:34
ItemNumber=46379898 | Title=Lot of 5 US Navy Operations Support Center Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:34:00 PM | Last Update=12/04/2017 01:35:34
ItemNumber=46371314 | Title=Lot of 10 &amp; 25 Centimes Liberte Egalite Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:35:35
